title;minutes;date;views
ICE LIGHTNING SWORD (DRAGONSCALE BLADE) in ELDEN RING PS5 Walkthrough Gameplay Part 42 (FULL GAME);1:10:08;2022-04-07;224410
BURNING THE THORNS OF THE ERDTREE in ELDEN RING PS5 Walkthrough Gameplay Part 41 (FULL GAME);0:54:15;2022-04-06;181762
BERSERK DRAGONSLAYER GREATSWORD in ELDEN RING PS5 Walkthrough Gameplay Part 40 (FULL GAME);1:09:11;2022-04-05;239427
MOHG PUT ME IN MY PLACE in ELDEN RING PS5 Walkthrough Gameplay Part 39 (FULL GAME);1:04:09;2022-04-04;206578
MALENIA, BLADE OF MIQUELLA HAD ME SHAKING in ELDEN RING PS5 Walkthrough Gameplay Part 38 (FULL GAME);0:51:05;2022-04-03;250856
LORETTA, KNIGHT OF THE HALIGTREE BOSS in ELDEN RING PS5 Walkthrough Gameplay Part 37 (FULL GAME);0:54:25;2022-04-02;191727
VAMPIRE BUILD VS COMMANDER NIALL BOSS in ELDEN RING PS5 Walkthrough Gameplay Part 36 (FULL GAME);1:09:01;2022-04-01;253753
FIRE GIANT BOSS IS ENORMOUS in ELDEN RING PS5 Walkthrough Gameplay Part 35 (FULL GAME);1:05:36;2022-03-31;211294
GHOSTWIRE TOKYO PS5 Walkthrough Gameplay Part 8 - BLINDNESS (FULL GAME);0:35:34;2022-03-31;101195
RYKARD, LORD OF BLASPHEMY (NO SPEAR) in ELDEN RING PS5 Walkthrough Gameplay Part 34 (FULL GAME);1:23:22;2022-03-30;233994
ASTEL, NATURALBORN OF THE VOID in ELDEN RING PS5 Walkthrough Gameplay Part 33 (FULL GAME);1:01:14;2022-03-29;208679
GHOSTWIRE TOKYO PS5 Walkthrough Gameplay Part 7 - PILLAR OF LIGHT (FULL GAME);0:33:40;2022-03-29;92310
DISCOVERING A SECRET UNDERGROUND CITY in ELDEN RING PS5 Walkthrough Gameplay Part 32 (FULL GAME);0:51:50;2022-03-28;201725
GHOSTWIRE TOKYO PS5 Walkthrough Gameplay Part 6 - CONNECTION (FULL GAME);0:30:52;2022-03-28;102596
MORGOTT, THE OMEN KING & GODFREY BOSSES in ELDEN RING PS5 Walkthrough Gameplay Part 31 (FULL GAME);1:04:01;2022-03-27;261024
GHOSTWIRE TOKYO PS5 Walkthrough Gameplay Part 5 - MEETING RINKO (FULL GAME);0:31:01;2022-03-27;118731
DRACONIC TREE SENTINEL BOSS in ELDEN RING PS5 Walkthrough Gameplay Part 30 (FULL GAME);1:07:15;2022-03-26;233351
GHOSTWIRE TOKYO PS5 Walkthrough Gameplay Part 4 - YASEOTOKO BOSS (FULL GAME);0:32:30;2022-03-26;163391
FULL-GROWN FALLINGSTAR BEAST IS INSANE in ELDEN RING PS5 Walkthrough Gameplay Part 29 (FULL GAME);1:05:36;2022-03-25;275705
TINY TINA'S WONDERLANDS Walkthrough Gameplay Part 2 - GRAVEBORN CLASS (FULL GAME);0:38:39;2022-03-25;185358
MAGMA WYRM BOSS (VOLCANO MANOR) in ELDEN RING PS5 Walkthrough Gameplay Part 28 (FULL GAME);1:09:39;2022-03-24;224172
GHOSTWIRE TOKYO PS5 Walkthrough Gameplay Part 3 - DOGS (FULL GAME);0:30:46;2022-03-24;182708
THIS BOSS MADE ME MUTE MYSELF in ELDEN RING PS5 Walkthrough Gameplay Part 27 (FULL GAME);0:58:42;2022-03-23;272962
TINY TINA'S WONDERLANDS Walkthrough Gameplay Part 1 - INTRO (FULL GAME);1:00:43;2022-03-23;784076
MOONVEIL KATANA IS INSANELY POWERFUL in ELDEN RING PS5 Walkthrough Gameplay Part 26 (FULL GAME);1:00:15;2022-03-22;251373
GHOSTWIRE TOKYO PS5 Walkthrough Gameplay Part 2 - AKITO (FULL GAME);0:35:10;2022-03-22;268023
GOING INSIDE THE RADAHN METEOR CRATER in ELDEN RING PS5 Walkthrough Gameplay Part 25 (FULL GAME);0:51:37;2022-03-21;213874
GHOSTWIRE TOKYO PS5 Walkthrough Gameplay Part 1 - INTRO (FULL GAME);1:04:14;2022-03-21;1158959
STARSCOURGE RADAHN BOSS in ELDEN RING PS5 Walkthrough Gameplay Part 24 (FULL GAME);0:49:47;2022-03-20;288097
SWORD OF NIGHT AND FLAME IS AMAZING in ELDEN RING PS5 Walkthrough Gameplay Part 23 (FULL GAME);0:53:35;2022-03-19;268628
I FOUND THE BIGGEST DRAGON IN THE GAME - ELDEN RING PS5 Walkthrough Gameplay Part 22 (FULL GAME);0:54:44;2022-03-18;278488
MOST UNEXPECTED ENDING TO A BOSS FIGHT in ELDEN RING PS5 Walkthrough Gameplay Part 21 (FULL GAME);0:52:24;2022-03-17;237201
RENNALA, QUEEN OF THE FULL MOON in ELDEN RING PS5 Walkthrough Gameplay Part 20 (FULL GAME);0:45:59;2022-03-16;237371
GLINTSTONE DRAGON SMARAG BOSS in ELDEN RING PS5 Walkthrough Gameplay Part 19 (FULL GAME);0:47:52;2022-03-15;270724
HORIZON FORBIDDEN WEST ENDING / FINAL BOSS - PS5 Walkthrough Gameplay Part 37 (FULL GAME);0:53:15;2022-03-15;200557
HOW TO GET THE GRAFTED GREATSWORD in ELDEN RING PS5 Walkthrough Gameplay Part 18 (FULL GAME);0:55:49;2022-03-14;242588
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 36 - SYLENS (FULL GAME);0:38:52;2022-03-14;109333
DELIVERING IRINA'S LETTER in ELDEN RING PS5 Walkthrough Gameplay Part 17 (FULL GAME);0:54:44;2022-03-13;259540
FLYING ON A SUNWING in HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 35 (FULL GAME);0:37:12;2022-03-13;116153
I HOPE I NEVER SEE THIS ENEMY AGAIN - ELDEN RING PS5 Walkthrough Gameplay Part 16 (FULL GAME);0:44:40;2022-03-12;280083
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 34 - TILDA (FULL GAME);0:38:47;2022-03-12;103880
THE BOSS UNDER THE MAP (ANCESTOR SPIRIT) in ELDEN RING PS5 Walkthrough Gameplay Part 15 (FULL GAME);0:50:24;2022-03-11;266102
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 33 - SACRIFICE (FULL GAME);0:35:06;2022-03-11;106174
ASSASSIN'S CREED VALHALLA DAWN OF RAGNAROK Walkthrough Gameplay Part 1 - INTRO (PS5);0:50:14;2022-03-10;542439
THE FASTEST BOSS FIGHT I'VE HAD in ELDEN RING PS5 Walkthrough Gameplay Part 14 (FULL GAME);0:50:36;2022-03-09;289642
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 32 - GEMINI (FULL GAME);0:32:23;2022-03-09;113034
GODRICK THE GRAFTED BOSS in ELDEN RING PS5 Walkthrough Gameplay Part 13 (FULL GAME);0:45:49;2022-03-08;349277
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 31 - CEO (FULL GAME);0:29:03;2022-03-08;112965
GRAN TURISMO 7 PS5 Walkthrough Gameplay Part 1 - INTRO (GT7);0:56:04;2022-03-07;708225
DEFEATING THE PROLOGUE BOSS in ELDEN RING PS5 Walkthrough Gameplay Part 12 (FULL GAME);0:48:47;2022-03-07;321555
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 30 - FARO'S TOMB (FULL GAME);0:31:05;2022-03-07;115747
THE RUNEBEAR BOSS (GIANT GRIZZLY BEAR) in ELDEN RING PS5 Walkthrough Gameplay Part 11 (FULL GAME);0:45:15;2022-03-06;352979
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 29 - DEMETER (FULL GAME);0:33:10;2022-03-06;114875
MARGIT, THE FELL OMEN BOSS in ELDEN RING PS5 Walkthrough Gameplay Part 10 (FULL GAME);0:47:09;2022-03-05;365909
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 28 - DREADWING BOSS (FULL GAME);0:30:34;2022-03-05;132925
THIS BOSS ALMOST ENDED MY SERIES - ELDEN RING PS5 Walkthrough Gameplay Part 9 (FULL GAME);0:28:07;2022-03-04;414041
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 27 - SEEDS OF THE PAST (FULL GAME);0:32:47;2022-03-04;149085
ELDEN RING PS5 Walkthrough Gameplay Part 8 - SORCERESS SELLEN (FULL GAME);0:28:04;2022-03-03;286552
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 26 - TIDERIPPER BOSS (FULL GAME);0:29:21;2022-03-03;132594
ELDEN RING PS5 Walkthrough Gameplay Part 7 - TREE SENTINEL (FULL GAME);0:38:09;2022-03-02;351236
DISCOVERING LAS VEGAS in HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 25 (FULL GAME);0:31:05;2022-03-02;154857
ELDEN RING PS5 Walkthrough Gameplay Part 6 - FIA AND THE ROUNDTABLE (FULL GAME);0:33:45;2022-03-01;353932
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 24 - LEGENDARY ARMOR (FULL GAME);0:28:56;2022-03-01;147216
ELDEN RING PS5 Walkthrough Gameplay Part 5 - BLOODHOUND KNIGHT DARRIWIL (FULL GAME);0:36:16;2022-02-28;402151
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 23 - BETA (FULL GAME);0:34:02;2022-02-28;137877
ELDEN RING PS5 Walkthrough Gameplay Part 4 - ERDTREE BURIAL WATCHDOG BOSS (FULL GAME);0:34:48;2022-02-27;468711
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 22 - THE ZENITH (FULL GAME);0:30:46;2022-02-27;132463
ELDEN RING PS5 Walkthrough Gameplay Part 3 - LIMGRAVE TUNNELS BOSS (FULL GAME);0:28:53;2022-02-26;564533
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 21 - KULRUT (FULL GAME);0:31:39;2022-02-26;150254
ELDEN RING PS5 Walkthrough Gameplay Part 2 - SNOW WITCH (FULL GAME);0:39:33;2022-02-25;964142
"MAMMOTH ""TREMORTUSK"" BOSS in HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 20 (FULL GAME)";0:28:27;2022-02-25;278487
ELDEN RING PS5 Walkthrough Gameplay Part 1 - INTRO (FULL GAME);0:56:21;2022-02-24;3218806
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 19 - BROKEN SKY (FULL GAME);0:35:03;2022-02-23;165825
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 18 - HEKARRO (FULL GAME);0:34:55;2022-02-23;153959
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 17 - MEETING GAIA (FULL GAME);0:32:08;2022-02-23;146201
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 16 - EYE OF THE EARTH (FULL GAME);0:28:08;2022-02-22;163795
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 15 - ZO (FULL GAME);0:28:19;2022-02-22;149324
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 14 - THE STRANGERS (FULL GAME);0:28:23;2022-02-22;154647
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 13 - GAIA (FULL GAME);0:27:13;2022-02-21;178042
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 12 - HADES (FULL GAME);0:23:37;2022-02-21;172356
HORIZON FORBIDDEN WEST PS5 Walkthrough Gameplay Part 11 - UNDERWATER (FULL GAME);0:22:01;2022-02-21;232327
