title;minutes;date;views
Game Hacking Tutorial: How to Create a NoClip Hack! [Cheat Engine | Girl X Mushrooms];0:21:59;2018-05-28;28210
Lua Tutorial: How to Make a Game Camera Spin Automatically! [Cheat Engine | Girl X Mushrooms];0:17:02;2018-05-28;6192
"x64dbg and HxD Tutorial: How to Patch ""CD Required"" Errors (No-CD Patches) [PainKiller Editor]";0:09:13;2018-05-26;27439
Game Hacking: How to Add an Inverted Camera Option! (Megadimension Neptunia VII);0:43:26;2018-05-21;2990
7 Days to Die: Surviving Your First Day and Night! (Beginner's Tutorial);1:04:24;2018-03-10;1357
Let's Hack: ELEX, Ep. 6 - Custom Health Regeneration! (CreateThread via Cheat Engine);0:38:31;2017-10-22;7010
Let's Hack: ELEX, Ep. 5 - One Hit Kills (Game Hacking with Cheat Engine);0:07:13;2017-10-16;9108
Let's Hack: ELEX, Ep. 4 - Infinite Stamina (Game Hacking with Cheat Engine);0:08:34;2017-10-16;6177
Let's Hack: ELEX, Ep. 3 - Infinite Health (Game Hacking with Cheat Engine);0:09:13;2017-10-16;20071
Let's Hack: ELEX, Ep. 2 - Infinite Jetpack (Game Hacking with Cheat Engine);0:06:02;2017-10-16;8106
Let's Hack: ELEX, Ep. 1 - 999,999,999 Elexit! (Game Hacking with Cheat Engine);0:09:15;2017-10-16;30177
Let's Hack: Terraria, Ep. 1 - .NET Hacking with Cheat Engine (Enumerate DLLs and Symbols);0:14:36;2017-10-15;17822
Let's Hack: ELEX - Series Introduction (Early Access Hacks with Cheat Engine);0:04:27;2017-10-15;5590
Let's Hack: Cuphead, Ep. 7 - Infinite Jumps [Cuphead Cheats via Cheat Engine];0:19:49;2017-10-12;9976
Let's Hack: Cuphead, Ep. 6 - Mono Dissector Hacks [Cuphead Cheats via Cheat Engine];0:14:21;2017-10-10;14054
Let's Hack: Cuphead, Ep. 5 - No Player Collision [Cuphead Cheats via Cheat Engine];0:16:19;2017-10-08;13904
Let's Hack: Cuphead, Ep. 4 - Map Free Roam [Cuphead Cheats via Cheat Engine];0:12:27;2017-10-08;9386
Let's Hack: Cuphead, Ep. 3 - Infinite Coins [Cuphead Cheats via Cheat Engine];0:09:50;2017-10-08;34129
Let's Hack: Cuphead, Ep. 2 - Infinite Super Meter [Cuphead Cheats via Cheat Engine];0:15:40;2017-10-08;18726
Let's Hack: Cuphead, Ep. 1 - Infinite Health [Cuphead Cheats via Cheat Engine];0:17:25;2017-10-07;130407
Channel Update + Let's Hack: Sniper Elite 4 (Cheat Engine and x64dbg Tutorial);0:16:47;2017-06-23;35604
Cheat Engine Tutorial: How to Hack GameMaker Games!;0:33:57;2017-02-15;32735
Cheat Engine Tutorial: Mouse Hover Cheats (The Wild Eight);0:07:59;2017-02-08;19094
Mafia III Cheats: Infinite Health (Cheat Table and Tutorial);0:19:06;2016-10-08;41105
MAFIA 3 CHEATS;0:02:17;2016-10-07;83775
Battlefield 4 Funny Moments with Sn34kyMofo and proc0! (Episode 5);0:04:23;2016-10-01;1367
Battlefield 4 Funny Moments with Sn34kyMofo and proc0! (Episode 4);0:06:19;2016-09-21;4672
Battlefield 4: Funny Hovercraft Glitch and How-To! [Sn34kyMofo and proc0];0:02:20;2016-09-12;4396
How to Crack Applications with Cheat Engine (Part 2);0:20:32;2016-09-01;21789
How to Crack and Patch Applications with Cheat Engine (Part 1) [LaFarge's CrackMe #2];0:09:25;2016-08-20;61808
Photoshop Tutorial: How to Make Awesome YouTube Thumbnails! [Example: No Man's Sky];0:26:24;2016-08-14;897
No Man's Sky Cheats for EVERYTHING! [Let's Hack w/Cheat Engine];0:16:20;2016-08-13;73676
Cheat Engine Tutorial: Bitwise Instructions and Binary Search/Values [1001 Spikes];0:29:25;2016-08-02;6303
Cheat Engine / Assembly Tutorial: CMOVcc Instruction [Example Game: Crea];0:07:22;2016-07-31;5126
Cheat Engine Tutorial: Introduction to Mono Dissector [Example Game: Golf With Your Friends];0:17:45;2016-07-27;38873
Let's Hack: Starbound 1.0 (Cheats and Tutorial) [Cheat Engine];0:25:08;2016-07-24;22144
Let's Hack: 1001 Spikes (Cheats and Tutorial) [Cheat Engine];0:22:53;2016-07-17;5623
How to Hack Android Games in BlueStacks with Cheat Engine!;0:04:17;2016-07-17;722411
Advanced Cheat Engine Tutorial: Backtracing Shared Instructions from Visual Addresses! [Eldritch];0:18:46;2016-06-26;24342
Advanced Cheat Engine Tutorial: Complex Scripts, Assembly, Tracer Debugging, and More! [Terraria];0:44:22;2016-06-24;40014
Battlefield 4: Epic C4 Surprise! [NeebsGaming Top 20 Submission];0:01:25;2016-06-19;609
Battlefield 4: Camping with the Enemy! [NeebsGaming Top 20 Submission];0:01:49;2016-06-19;3082
Battlefield 4: Funny One-In-A-Million Mortar Kill! [NeebsGaming Top 20 Submission];0:00:47;2016-06-19;1137
Cheat Engine 6.5 Tutorial: Be Mindful of Compares and Flags!  (PUSHF and POPF);0:08:25;2016-06-18;7002
TIS-100: An Assembly Game for Game Hackers!;0:09:46;2016-06-17;3007
Instantly Scan a File with 50+ Anti-Virus Programs! (Microsoft, McAfee, and more);0:04:51;2016-06-05;2188
Introduction to Hex Editors and Scripting;0:09:35;2016-05-30;37049
Let's Hack DOOM: Infinite Health & One Hit Kills (Cheat Engine 6.5.1 Tutorial);0:28:50;2016-05-22;40737
How to Make a Trainer with Cheat Engine [HuniePop Trainer Example];0:22:28;2016-04-24;27562
How to Stop YouTube Spam Comments on Your Videos!;0:04:19;2016-04-23;7318
Hexadecimal for Beginners!;0:13:59;2016-04-23;4895
Will You Be VAC Banned? Here's How to Check!;0:03:08;2016-04-23;65962
Battlefield 4: Cruise Missile Surprise for Sn34kyMofo and proc0!;0:00:56;2016-04-05;2018
10 Funny Ways to Troll and Kill Snipers in Battlefield 4!;0:14:22;2016-04-04;20287
Battlefield 4: Epic and Funny Jet Kills! (C4, RPG, Roadkill, and More);0:02:36;2016-03-08;2797
Battlefield 4: Epic Predictive RPG!;0:00:44;2016-03-06;1044
How to Hack Facebook Games, Flash Games, and Online Games (Cheat Engine Tutorial);0:19:29;2016-02-01;335346
Battlefield 4: Sn34kyMofo & proc0 vs. LAV-AD! (BF4 Funny Moments);0:03:04;2016-01-30;588
Battlefield 4 Funny Moments with Sn34kyMofo and proc0! (Episode 3);0:04:54;2016-01-23;1231
Search Tips for Game Hacking Research (Cheat Engine Forum via Google, Etc.);0:06:16;2016-01-21;8340
Dragon's Dogma Cheats: Infinite Gold and Infinite XP;0:12:05;2016-01-17;70331
Dragon's Dogma Cheats: Infinite Health and One-Hit Kills (Cheat Engine 6.5);0:05:39;2016-01-17;37285
How to Speed Up / Slow Down Any Game! [Cheat Engine 6.5 | Speedhack];0:02:32;2016-01-15;176037
So, I was hacking Deadpool, when suddenly... [Funny / Cheat Engine];0:00:13;2016-01-12;45610
Cheat Engine 6.5 Tutorial Part 17: How to Enable DBVM and Ultimap!;0:13:04;2016-01-10;35625
Battlefield 4: TOW and Chill;0:01:56;2016-01-09;825
How to Delete Steam Junk Files Quickly!;0:01:42;2016-01-09;52345
Cheat Engine 6.5 Tutorial Part 16: All About XMM Registers (x86/x64 Assembly);0:19:54;2016-01-09;20694
Battlefield 4 Funny Moments with Sn34kyMofo and proc0! (Episode 2);0:04:20;2016-01-06;1700
Cheat Engine 6.5 Tutorial Part 15: Finding Functions and Speedhack! [HuniePop];0:18:20;2016-01-04;34465
Cheat Engine 6.5 Tutorial Part 14: How to Find Addresses an Instruction Accesses! [Deadpool];0:18:40;2016-01-03;25788
Cheat Engine 6.5 Tutorial Quick Tip: How to Open Steam Games with Cheat Engine;0:01:29;2016-01-02;70291
Cheat Engine 6.5 Tutorial Part 13: Game Hacking Project Workflow [HuniePop];0:21:25;2015-12-31;42900
Cheat Engine 6.4 Tutorial Part 12: How to Create Multiple Solutions for One Cheat;0:20:59;2015-12-03;17625
Cheat Engine 6.4 Tutorial Part 11: Finding Time in Terraria and Customizing AOB Scripts!;0:30:06;2015-07-17;38460
Terraria 1.3 Cheats: Time Hacks - Speed-Up and Stop Time!;0:03:31;2015-07-16;20896
Terraria 1.3 Cheats: Player of Death and Destruction!;0:00:36;2015-07-11;6977
Terraria 1.3 Cheats: Magic Bug Net of Random Items!;0:03:15;2015-07-09;115132
Funny Terraria 1.3 Cheats / Mods: Invincible Animals and Insects!;0:07:36;2015-07-08;7052
Terraria 1.3 Cheats: Infinite Mana! (Cheat Engine 6.4 Tutorial);0:03:38;2015-07-08;17528
Terraria 1.3 Cheats: One-Hit Kills! (Cheat Engine 6.4 Tutorial);0:05:35;2015-07-04;51655
Terraria 1.3 Cheats: Infinite Items + Max Item Cheat! (Cheat Engine 6.4 Tutorial);0:11:19;2015-07-01;76197
Terraria 1.3 Cheats: Infinite Coins / Money! (Cheat Engine 6.4 Tutorial);0:03:31;2015-06-30;12089
Terraria 1.3 Cheats: Infinite Health + More! (Cheat Engine 6.4 Tutorial);0:08:12;2015-06-30;109359
Terraria 1.3: Cthulhu (Moon Lord) Reveal! (Plus Other New Artwork!);0:03:13;2015-06-30;9844
How to Fix ShadowPlay Audio / Video Sync Issues! [NVIDIA | tsMuxeR | Sony Vegas | Premiere];0:04:52;2015-06-25;4416
So, You Want to Learn Assembly? Start Here!;0:04:19;2015-06-24;7841
Batman: Arkham Knight Cheats - Infinite Health (Cheat Engine 6.4);0:05:17;2015-06-23;39412
Batman: Arkham Knight Cheats - Infinite Waynetech Upgrade Points (Skill Points | Cheat Engine);0:04:12;2015-06-23;92458
Batman: Arkham Knight Cheats - Infinite XP (Max Level from Level 1 | Cheat Engine);0:05:07;2015-06-23;36273
Cheating In Video Games: Who Cares!? [Rant];0:05:24;2015-06-19;1882
The Daily RPG: #6 (Battlefield 4 RPG Series);0:01:09;2015-06-18;410
How to Use QuickBMS to Extract & Unpack Game Files! (Tutorial);0:08:38;2015-06-17;124169
The Daily RPG: #5 [MLG Edition!] (Battlefield 4 RPG Series);0:01:11;2015-06-17;335
The Daily RPG: #4 (Battlefield 4 RPG Series);0:00:47;2015-06-16;337
Mario Mug Monday Ep. 3: Steam Sale, E3, Apple Watch, Project Fi, and More!;0:12:37;2015-06-15;310
The Daily RPG: #3 (Battlefield 4 RPG Series);0:00:36;2015-06-15;250
The Daily RPG: #2 (Battlefield 4 RPG Series);0:00:28;2015-06-14;286
The Daily RPG: #1 (Battlefield 4 RPG Series);0:00:43;2015-06-13;400
Mario Mug Monday Ep. 2: YouTube Creator Day, Analytics for Gamers, and Fan Funding!;0:11:40;2015-06-08;210
LEGO Worlds Tip: Modifying PCConfig.txt Settings!;0:02:55;2015-06-04;15149
LEGO Worlds Cheats: Infinite Money! [Cheat Engine | Glitch | Hack | Trainer];0:02:53;2015-06-04;28762
LEGO Worlds Cheats: Infinite Health! [Cheat Engine | Glitch | Hack | Trainer];0:02:44;2015-06-04;6301
NVIDIA GTX 980 Ti Unboxing!;0:04:12;2015-06-02;15829
Mario Mug Monday Ep. 1: 6,000 Subs, YouTube Creator Day, GTX 980 Ti, and Cheaters!;0:09:36;2015-06-01;627
Witcher 3: Real Gwent Cards / Decks! [Witcher 3 Collector's Edition Unboxing];0:11:51;2015-05-29;223330
Battlefield 4 Headshot Montage: Sniper's Paradise [1722m = Longest Headshot in the Video];0:02:35;2015-05-23;17095
Witcher 3 Cheats: Infinite Carry Weight! (UPDATED 6/26/2016) [Cheat Engine / Trainer];0:02:54;2015-05-20;53788
Witcher 3 Cheats: Infinite Ability Points (Method 2, for Level 2+) [Leveling Up | Cheat Engine];0:05:06;2015-05-19;59868
Witcher 3 Cheats: Leveling Up (Method 2, for Levels 2+) [Max Level | Cheat Engine];0:03:50;2015-05-19;103422
Witcher 3 Cheats: Infinite Ability Points from Level 1 (Leveling Up Skill Trees!) [Cheat Engine 6.4];0:03:53;2015-05-18;108453
Witcher 3 Cheats: Leveling up from level 1 to 70! [XP | Experience Points | Cheat Engine | Trainer];0:04:15;2015-05-18;235541
Witcher 3 Cheats: Infinite Money / Gold! [Glitch | Trainer | Cheat Engine | Easy Money];0:02:12;2015-05-18;145787
Witcher 3 Cheats: Series Intro!;0:01:51;2015-05-18;40845
[Update] Cheat Engine Requests, Future Videos, and Other Updates;0:07:57;2015-05-16;7733
GTA 5 PC Cheats - Infinite Health (Cheat Engine 6.4 / Glitches / Hacks);0:07:01;2015-04-16;63346
GTA 5 PC Cheats - Infinite Money [Method 2] (Cheat Engine 6.4 / Glitches / Hacks);0:07:39;2015-04-14;165351
GTA 5 PC Cheats - Infinite Ammo (Cheat Engine 6.4 / Glitches / Hacks);0:07:14;2015-04-14;19591
GTA 5 PC Cheats - Infinite Money [Method 1] (Cheat Engine 6.4 / Glitches / Hacks);0:04:18;2015-04-14;288250
Cheat Engine Tutorial Refresher: Solving Steps 2-9 for Returning CE Users!;0:14:24;2015-03-20;15628
Minecraft 1.8.x Hacks and Cheats: How to Duplicate and Change Items Using Cheat Engine!;0:15:54;2015-03-20;160120
Minecraft 1.8.x Hacks and Cheats: Turning Dirt into Diamonds! (Using Cheat Engine);0:02:47;2015-03-19;4284
"Battlefield 4: 20 Brutal/Sneaky/Funny Unica Headshots; Deagle Unlocked!";0:02:36;2015-03-13;2115
Cheat Engine 6.4 Tutorial Part 10: Introduction to Multilevel Pointers!;0:14:09;2015-03-12;45223
Cheat Engine 6.4 Tutorial Part 9: Array of Byte (AOB) Scans Demystified! [HuniePop];0:33:01;2015-03-12;66637
Cheat Engine 6.4 Tutorial Part 8: Memory Viewer, Writes To/Accesses An Address, Debugger, Etc.;0:31:08;2015-03-04;67439
Cheat Engine 6.4 Tutorial Quick Tip: Delete Your Temp Files! (How-To);0:03:07;2015-02-02;31684
How to Extract RPA Files! (For Ren'Py-based games like Sakura Angels);0:05:47;2015-01-21;185296
Battlefield 4: Sneaky Ballistic Shield Strategies! (Riot Shield | BF4 | Hardline);0:07:07;2015-01-20;27451
Terraria 1.2 Glitch: Infinite Consumable Summon Items! [iOS, Android, Xbox, PS4, PC];0:07:12;2015-01-14;176470
Project Zomboid Beginner's Guide Part 1: Menus! (How-to / Tutorial);0:27:51;2014-12-30;4705
MOGA Rebel Unboxing & Review: Terraria on iPhone 6 Plus! (60FPS | 1080p!);0:12:29;2014-12-16;59030
Battlefield 4 RPG Tutorial: How to be a bad-ass with the RPG! (60FPS | 1080P | PC);0:08:47;2014-12-04;25709
The Beauty of Elpis, Part 2: Another 'Borderlands: The Pre-Sequel' Cinematic Montage! (1440p | PC);0:02:41;2014-11-02;2207
How to Create a Borderlands Font in Photoshop! (2014/2015 Tutorial | 1440p);0:08:24;2014-10-26;6464
The Beauty of Elpis: A 'Borderlands: The Pre-Sequel' Cinematic (Max Settings/Resolution | 1440p);0:02:39;2014-10-18;2755
Battlefield 4 Funny Moments with Sn34kyMofo and proc0! (Episode 1);0:05:57;2014-10-17;1030
Borderlands The Pre-Sequel: Infinite Golden Keys Hack! (How-To Using PC Stat Editor Cheat Tool);0:03:29;2014-10-17;120002
Borderlands The Pre-Sequel Hack: How to Change Badass Rank and Tokens! (PC Stat Editor/GPD Editor);0:03:26;2014-10-16;35377
Borderlands The Pre-Sequel: XP and Skill Points Hack! (How-To Using Cheat Engine);0:13:58;2014-10-16;133674
Borderlands: The Pre-Sequel - How to Get Excalibastard! (1440p, Max Game Settings, Legendary Weapon);0:05:34;2014-10-14;266929
Battlefield 4: Jeep Justice!;0:03:43;2014-10-07;271
Rocket Justice 2: Revenge of the RPG (An Epic Battlefield 4 Montage!);0:02:04;2014-06-23;1459
Funny Battlefield 4 Montage: Sneaky-Sneaky Claymore Kills!;0:02:47;2014-06-19;2995
Battlefield 4 Funny Moments: Slaughtering 'Slawtter'!;0:06:06;2014-06-07;399
(2014) How to Use Sony Vegas to Render the Best Quality YouTube HD 1080p Videos!;0:22:39;2014-05-28;339
Battlefield 4: No-Tag HUD Bug Discovered and Documented!;0:04:08;2014-05-16;4959
Battlefield 4 Longest Sniper Shot with RPG - 6-Second Travel Time!;0:00:12;2014-05-15;31962
Killing for Laughs 2: Another Hilarious Battlefield 4 Sniper-Killing Montage!;0:02:28;2014-05-13;1809
Battlefield 4 - Watch Me RPG 5 Helos In One Round!;0:00:54;2014-05-12;596
"""HELO DOWN!"" - A Humorous Battlefield 4 Helo Destruction Montage!";0:02:09;2014-04-23;1429
Killing for Laughs: A Hilarious Battlefield 4 Sniper-Killing Montage!;0:03:16;2014-04-22;3373
Cheat Engine 6.4 Tutorial Part 7: Introduction to Pointer Scanning!;0:22:44;2014-04-17;95657
Why Battlefield 4 is the best sniping game on the market + awesome/hilarious game-play footage!;0:07:02;2014-04-16;2266
Battlefield 4: Hilariously-timed campaign glitch!;0:00:18;2014-04-07;476
Rocket Justice: An Epic Battlefield 4 RPG Montage;0:01:44;2014-04-07;15537
Battlefield 4: Hilariously Killing Snipers on Naval Strike Maps!;0:01:23;2014-04-02;2542
Battlefield 4: Burning some faces off with the repair tool!;0:00:40;2014-02-20;4533
Battlefield 4: Taking snipers to school!;0:00:41;2014-01-21;626
Battlefield 4: One Shot, One Kill - A 40x-zoom, headshot-only journey from 25m to 3007m;0:04:51;2013-11-29;202771
Battlefield 4: I press 'Q' a lot...;0:00:35;2013-11-29;2894
Battlefield 4 Montage: Mad skills, hilarious moments, lucky shots, and more!;0:05:37;2013-11-24;14176
Battlefield 4: Hainan Resort Map Glitch - Spawn Under B;0:06:54;2013-11-24;1125
Battlefield 4: MAV Shenanigans - Pushing Campers Off Rooftops;0:01:33;2013-11-24;11329
Battlefield 4: Just when this was getting good...;0:00:12;2013-11-22;4613
Battlefield 4 Longest Sniper Shot of 3007m (Previous World Record Longest Headshot on 11-22-2013);0:00:29;2013-11-22;511709
Battlefield 4: My 1255m Headshot! (Golmud Railway);0:00:28;2013-11-17;24300
Only in Battlefield 4: Sniper Roadkill (Or, running over the same sniper 3 times. lol.);0:00:39;2013-11-17;549
How to Make Nvidia ShadowPlay Work on a GTX 680M (Mobile) GPU in GeForce Experience!;0:05:54;2013-10-28;7166
GTA 5: Spectacular Crashes and Hilarious Outtakes!;0:04:04;2013-09-23;6324
GTA V: Beautiful sunset over the ocean (map location included);0:01:10;2013-09-22;8107
Cheat Engine 6.4 Tutorial Quick Tip: How to Scan for Negative Values;0:06:17;2013-08-10;26479
Cheat Engine 6.4 Tutorial Quick Tip: Process List vs. Window List (How-To);0:01:48;2013-08-10;25532
Cheat Engine 6.4 Tutorial Part 6: How to Use Memory Viewer to Quickly Find Values;0:22:22;2013-08-08;128789
Cheat Engine 6.4 Tutorial Part 5: Finding Multiple Values at the Same Time;0:05:50;2013-08-08;48138
Cheat Engine 6.4 Tutorial Part 4: Spinning the DLC Quest Grindstone 10,000 Times!;0:10:32;2013-08-05;45065
Cheat Engine 6.4 Tutorial Part 3: Finding Problematic Values;0:26:56;2013-08-01;117751
Cheat Engine 6.4 Tutorial Part 2: The Importance of Value Types;0:11:29;2013-08-01;80049
Cheat Engine 6.4 Tutorial Part 1: Introduction to Scan Types;0:15:58;2013-08-01;196209
Cheat Engine 6.4 Tutorial Intro: Installation and Quick Tips;0:05:25;2013-07-23;125805
Magic the Gathering 2014: Opening all 5 promo 6-card booster packs;0:07:55;2013-07-23;3739
Alienware M18x R2 Update Video: June 2013 (Intel Core i7-3920XM, NVIDIA GTX 680M SLI, 32GB RAM);0:16:28;2013-06-03;5397
Poker Night 2: How to change your current balance with Cheat Engine;0:04:44;2013-05-09;5472
Poker Night 2: Unlimited money using Cheat Engine 6.2 (Infinite betting money/cash);0:09:40;2013-05-08;19126
Borderlands 2: 765 Golden Keys! Here's how I did it. (Profile.bin editing and Cheat Engine);0:12:39;2013-05-02;106087
Poker Night 2: How to get unlimited unlock tokens using Cheat Engine 6.2 (Infinite Chips);0:05:51;2013-04-30;15975
Poker Night 2: How to reset your stats and start from scratch!;0:01:41;2013-04-30;5137
Skyrim is an incredibly satisfying game.;0:00:15;2013-04-27;19291
Borderlands 2: How to change your character class WITHOUT starting a new game!;0:07:26;2013-04-27;56815
Borderlands 2: Krieg the Psycho - 18 Heads (All but the Minecraft head);0:01:30;2013-04-23;125309
"Borderlands 2: Krieg the Psycho - ""Nipple salads... nipple salads... NIPPLE SALADS!""";0:00:10;2013-04-23;74317
Borderlands 2 - Trick-jumping in Sanctuary;0:01:16;2012-10-02;3088
"Borderlands 2: New (10/1/2012) unlimited golden keys hack for PC; works on all patched versions!";0:05:23;2012-10-01;41945
Painkiller: Hell and Damnation - Rage mode and ambiance HD (1080p, 1920 x 1080);0:01:23;2012-09-28;395
Painkiller: Hell and Damnation - Map loading animation HD (1080p, 1920 x 1080);0:00:35;2012-09-27;1323
Borderlands 2 for PC on max settings, running on an Alienware M18x R2 (NVIDIA GTX 680M SLI) - 1080p!;0:02:30;2012-09-19;11159
Unlimited Golden Keys in Borderlands 2 for PC - A How-to Guide (Sanctuary Golden Chest);0:00:34;2012-09-18;40123
